TWI\SHRU;101;102;103;104;105;201;202;203;204;205;301;302;303;304;305;401;402;403;404;405;501;502;503;504;505;601;602;603;604;605;701;702;703;704;705;801;802;803;804;805;901;902;903;904;905
1.350000023841858;0;8;0;7;0;0;0;0;0;0;131;25467;7;2571;34;6;885;0;236;0;92;11634;0;3204;7;0;28;0;5;0;0;4;0;1;0;0;105;0;71;0;16;188;0;91;0
2.700000047683716;0;0;0;0;0;0;0;0;0;0;59;505;2;180;1;7;37;0;18;0;83;272;1;252;3;1;1;0;8;0;3;0;0;2;0;3;8;0;18;0;6;7;0;9;0
4.050000190734863;0;0;0;0;0;0;0;0;0;0;190;490;1;211;6;31;56;0;52;0;243;269;8;268;6;4;8;0;15;0;10;2;0;2;0;16;4;0;24;0;9;5;0;12;0
5.400000095367432;0;0;0;0;0;0;0;0;0;0;153;127;0;39;0;37;13;0;8;1;254;76;0;102;1;5;2;0;6;0;4;0;0;0;0;9;0;0;7;0;13;1;0;4;0
6.75;3;0;0;0;0;0;0;0;0;0;196;79;0;39;1;48;8;0;7;0;311;44;0;49;2;15;2;0;6;0;13;1;0;1;0;15;0;0;3;0;9;1;0;1;0
8.100000381469727;7;0;0;0;0;0;0;0;0;0;691;80;0;31;0;109;3;0;14;0;955;56;1;54;1;67;0;0;3;0;13;2;0;0;0;16;0;0;1;0;61;0;0;0;0
9.449999809265137;1;0;0;0;0;0;0;0;0;0;185;14;0;9;0;44;2;0;3;0;326;10;0;21;0;34;0;0;1;0;13;0;0;0;0;8;0;0;0;0;22;0;0;0;0
10.800000190734863;1;0;0;0;0;0;0;0;0;0;127;4;0;4;0;17;3;0;0;0;229;7;0;13;0;27;0;0;0;0;6;0;0;0;0;3;0;0;1;0;12;0;0;0;0
12.149999618530273;1;0;0;0;0;0;0;0;0;0;126;17;1;8;0;31;1;0;2;0;270;15;0;9;0;26;0;0;1;0;5;0;0;0;0;10;0;0;0;0;8;0;0;0;0
13.5;0;0;0;0;0;0;0;0;0;0;40;7;0;2;0;11;0;0;1;0;105;5;1;2;0;7;0;0;0;0;2;0;0;0;0;3;0;0;0;0;4;0;0;0;0
14.850000381469727;1;0;0;0;0;0;0;0;0;0;55;7;0;1;0;17;0;0;0;0;91;7;0;0;0;9;0;0;0;0;9;0;0;0;0;3;0;0;0;0;7;0;0;0;0
16.200000762939453;5;0;0;0;0;0;0;0;0;0;85;6;0;0;0;32;0;0;0;0;200;6;0;1;0;31;0;0;0;0;13;0;0;0;0;7;0;0;0;0;5;0;0;0;0
17.549999237060547;2;0;0;0;0;0;0;0;0;0;44;6;0;0;0;4;1;0;0;0;57;4;0;0;0;5;0;0;0;0;6;0;0;0;0;1;0;0;0;0;2;0;0;0;0
18.899999618530273;2;0;0;0;0;0;0;0;0;0;43;2;0;0;0;7;0;0;0;0;49;0;0;0;0;11;0;0;0;0;8;0;0;0;0;0;0;0;0;0;2;0;0;0;0
20.25;0;0;0;0;0;0;0;0;0;0;68;5;0;2;0;15;0;0;0;0;125;7;0;0;0;11;0;0;0;0;8;0;0;0;0;1;0;0;0;0;3;0;0;0;0
21.600000381469727;0;0;0;0;0;0;0;0;0;0;49;2;0;0;0;9;0;0;0;0;46;3;0;0;0;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;4;0;0;0;0
22.950000762939453;0;0;0;0;0;0;0;0;0;0;63;1;0;0;0;4;0;0;0;0;70;0;0;0;0;6;0;0;0;0;3;0;0;0;0;1;0;0;0;0;2;0;0;0;0
24.299999237060547;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;2;0;0;0;0;70;1;0;0;0;17;0;0;0;0;2;0;0;0;0;3;0;0;0;0;9;0;0;0;0
25.649999618530273;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;1;0;0;0;0;19;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;3;0;0;0;0;32;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
